core_r,ref_mult,fuel_frac,keff,r_mass,c_mass,p_mass,mass
  15.71429,   1.39293,   0.34286,   0.84050,263245.94334,53859.92856,420090.91686,737196.78876
  27.14286,   0.64343,   0.46429,   1.34651,367246.03237,353613.97824,755177.34891,1476037.35952
  47.14286,   1.07171,   0.34286,   1.63337,4415902.64189,1454217.14570,7552774.42892,13422894.21651
  18.57143,   0.00100,   0.52500,   0.92473, 102.72835,125446.02016,62653.58537,188202.33387
  12.85714,   0.53636,   0.70714,   0.91568,29812.42444,53750.51730,66616.74802,150179.68976
  15.71429,   0.00100,   0.28214,   0.49044,  62.23555,46479.46307,37957.20123,84498.89986
  30.00000,   0.85757,   0.40357,   1.38091,780069.33708,426096.47355,1433727.16626,2639892.97689
  21.42857,   1.39293,   0.52500,   1.28829,667508.75594,192708.30025,1065218.18243,1925435.23863
  18.57143,   1.39293,   0.10000,   0.61416,434523.66475,40177.95725,693417.88294,1168119.50494
  18.57143,   1.17879,   0.22143,   0.79717,319610.27440,64540.49091,532090.99464,916241.75996
  44.28571,   0.85757,   0.64643,   1.81231,2509344.44164,2031383.83978,4612045.52528,9152773.80670
  27.14286,   0.32221,   0.16071,   0.79515,140070.59612,163461.56004,415047.42232,718579.57848
  24.28571,   1.28586,   0.28214,   1.11335,837194.36938,171565.20988,1362339.06353,2371098.64279
  21.42857,   1.07171,   0.52500,   1.26331,414716.46843,192708.30025,709313.63121,1316738.39989
  12.85714,   0.42929,   0.95000,   1.07890,21792.14643,69918.33200,54601.24821,146311.72663
  21.42857,   0.32221,   0.52500,   1.16347,68922.29451,192708.30025,204225.73667,465856.33144
  27.14286,   0.85757,   0.88929,   1.67743,577745.08937,619820.20193,1061865.64505,2259430.93635
  50.00000,   0.21514,   0.64643,   1.82074,530221.07630,2923554.34246,2061432.79705,5515208.21581
  38.57143,   0.42929,   0.28214,   1.33757,588388.41118,687343.82028,1474234.84829,2749967.07975
  15.71429,   0.75050,   0.88929,   1.25627,90440.89417,120277.16915,174623.72623,385341.78955
  10.00000,   1.17879,   0.40357,   0.53039,49898.17880,15781.35087,83071.08286,148750.61253
  27.14286,   0.42929,   0.22143,   0.96112,205037.69437,201494.43094,513731.59041,920263.71573
  32.85714,   0.32221,   0.58571,   1.55683,248467.40928,762175.96005,736241.29981,1746884.66913
  38.57143,   0.96464,   0.82857,   1.83959,2017571.61147,1669531.66537,3564388.28941,7251491.56625
  32.85714,   0.21514,   0.58571,   1.54003,150465.26303,762175.96005,584990.00114,1497631.22422
  10.00000,   0.75050,   0.70714,   0.72445,23306.68769,25290.04077,45000.66799,93597.39645
  18.57143,   0.32221,   0.52500,   1.03655,44865.88038,125446.02016,132943.44793,303255.34846
  30.00000,   0.64343,   0.28214,   1.19170,495854.26910,323400.41723,1019637.73433,1838892.42066
  12.85714,   0.10807,   0.28214,   0.40707,4092.12293,25457.15873,27310.19011,56859.47177
  15.71429,   1.50000,   0.34286,   0.85000,303095.13085,53859.92856,475584.03837,832539.09778
  27.14286,   1.17879,   0.52500,   1.45612,997818.41535,391640.56687,1661179.99206,3050638.97428
  24.28571,   0.96464,   0.16071,   0.87088,503598.18006,117084.99281,889693.05742,1510376.23029
  15.71429,   1.39293,   0.95000,   1.33371,263245.94334,127656.29365,420090.91686,810993.15385
  32.85714,   0.53636,   0.76786,   1.70652,497569.15680,964561.23253,1111833.06189,2573963.45122
  10.00000,   0.10807,   0.95000,   0.79218,1925.37600,32897.12464,12849.65906,47672.15970
  15.71429,   0.64343,   0.40357,   0.82004,71264.72003,61239.05305,146543.45479,279047.22786
  24.28571,   1.28586,   0.64643,   1.47914,837194.36938,335006.76106,1362339.06353,2534540.19397
  15.71429,   0.64343,   0.22143,   0.58528,71264.72003,39100.33858,146543.45479,256908.51339
  44.28571,   0.32221,   0.58571,   1.73497,608374.48605,1866194.07883,1802692.85087,4277261.41574
  35.71429,   0.53636,   0.88929,   1.80886,638984.37593,1411968.37488,1427829.56998,3478782.32079
  27.14286,   0.85757,   0.76786,   1.61165,577745.08937,543760.11417,1061865.64505,2183370.84858
  18.57143,   1.07171,   0.52500,   1.14170,269965.17737,125446.02016,461737.10195,857148.29947
  30.00000,   0.42929,   0.16071,   0.90807,276841.15585,220705.20914,693638.54154,1191184.90652
  30.00000,   1.07171,   0.95000,   1.77206,1137982.21696,888222.36529,1946356.99332,3972561.57556
  35.71429,   0.21514,   0.10000,   0.77541,193229.32478,285744.49845,751251.28978,1230225.11301
  44.28571,   0.96464,   0.10000,   1.16736,3053673.30941,544806.96431,5394840.66976,8993320.94348
  10.00000,   0.64343,   0.34286,   0.41901,18364.97293,13879.74484,37764.36053,70009.07830
  32.85714,   1.28586,   0.70714,   1.71506,2073304.82957,897095.76039,3373821.25732,6344221.84728
  41.42857,   0.53636,   0.52500,   1.67622,997387.69421,1392581.68551,2228692.43159,4618661.81131
  18.57143,   1.39293,   0.95000,   1.47101,434523.66475,210714.28430,693417.88294,1338655.83199
  21.42857,   1.28586,   0.16071,   0.82235,575113.35791,80431.91144,935863.19032,1591408.45967
  30.00000,   0.64343,   0.82857,   1.69366,495854.26910,785527.15719,1019637.73433,2301019.16062
  10.00000,   0.42929,   0.52500,   0.54495,10253.37614,19584.87710,25690.31635,55528.56959
  21.42857,   0.64343,   0.46429,   1.15433,180704.87242,173997.16591,371588.02128,726290.05962
  44.28571,   1.39293,   0.22143,   1.46420,5892074.53397,875159.20015,9402640.59453,16169874.32865
  15.71429,   0.64343,   0.70714,   1.11145,71264.72003,98137.23560,146543.45479,315945.41041
  10.00000,   0.64343,   0.16071,   0.24001,18364.97293,8174.26701,37764.36053,64303.60047
  44.28571,   0.85757,   0.34286,   1.57784,2509344.44164,1205514.16460,4612045.52528,8326904.13152
  10.00000,   0.21514,   0.95000,   0.81333,4241.76861,32897.12464,16491.46238,53630.35563
  27.14286,   1.28586,   0.52500,   1.46456,1168801.35009,391640.56687,1901952.27652,3462394.19348
  30.00000,   1.17879,   0.22143,   1.17550,1347250.82759,272057.05433,2242919.23725,3862227.11917
  35.71429,   0.21514,   0.28214,   1.22307,193229.32478,545635.82101,751251.28978,1490116.43556
  15.71429,   0.96464,   0.46429,   0.92922,136431.93180,68619.39663,241030.54248,446081.87091
  50.00000,   1.07171,   0.82857,   1.94095,5268436.18964,3636699.80181,9010912.00609,17916047.99754
  10.00000,   1.39293,   0.70714,   0.77640,67838.68121,25290.04077,108257.75101,201386.47299
  18.57143,   0.85757,   0.28214,   0.84063,185056.98402,76720.75161,340125.18207,601902.91770
  50.00000,   0.32221,   0.28214,   1.48895,875568.58320,1497224.15384,2594423.76624,4967216.50328
  30.00000,   0.42929,   0.82857,   1.67887,276841.15585,785527.15719,693638.54154,1756006.85457
  15.71429,   0.85757,   0.64643,   1.08533,112112.42168,90758.11110,206056.84263,408927.37541
  12.85714,   1.07171,   0.70714,   0.97274,89578.71538,53750.51730,153211.67284,296540.90552
  50.00000,   1.07171,   0.88929,   1.95845,5268436.18964,3874439.82587,9010912.00609,18153788.02160
  47.14286,   1.28586,   0.52500,   1.79074,6123809.37322,2051958.76455,9965075.05532,18140843.19309
  47.14286,   0.64343,   0.76786,   1.88327,1924146.21624,2848972.82474,3956670.76134,8729789.80232
  44.28571,   1.28586,   0.52500,   1.76178,5076503.85127,1701028.87533,8260828.97317,15038361.69977
  12.85714,   1.17879,   0.76786,   1.02493,106051.74372,57792.78813,176556.20709,340400.73894
  10.00000,   0.42929,   0.76786,   0.72738,10253.37614,27191.96097,25690.31635,63135.65346
  12.85714,   0.21514,   0.40357,   0.56818,9015.29812,33541.09946,35050.34419,77606.74178
  24.28571,   0.53636,   0.10000,   0.63445,200916.95659,89847.13423,448954.90804,739718.99886
  38.57143,   1.07171,   0.10000,   1.09133,2418627.19633,359955.68404,4136718.38420,6915301.26458
  15.71429,   1.17879,   0.70714,   1.16033,193628.36828,98137.23560,322354.81560,614120.41948
  44.28571,   1.50000,   0.76786,   1.88640,6783994.76631,2361736.07562,10644709.52783,19790440.36976
  15.71429,   0.00100,   0.82857,   1.07113,  62.23555,112896.82558,37957.20123,150916.26236
  38.57143,   0.85757,   0.28214,   1.41084,1657931.80733,687343.82028,3047193.06219,5392468.68980
  38.57143,   0.32221,   0.64643,   1.70305,401954.94666,1342141.72633,1191044.86682,2935141.53981
  47.14286,   0.85757,   0.88929,   1.93396,3027033.45897,3247481.50060,5563531.21063,11838046.17020
  21.42857,   0.75050,   0.34286,   1.02538,229329.60708,136571.80602,442790.74076,808692.15385
  18.57143,   0.00100,   0.64643,   1.05466, 102.72835,149808.75505,62653.58537,212565.06876
  30.00000,   0.85757,   0.22143,   1.12913,780069.33708,272057.05433,1433727.16626,2485853.55766
  41.42857,   0.21514,   0.58571,   1.68545,301610.74034,1527797.51919,1172624.58977,3002032.84930
  38.57143,   0.42929,   0.52500,   1.62168,588388.41118,1123875.15671,1474234.84829,3186498.41619
  24.28571,   0.32221,   0.70714,   1.43695,100330.40634,362244.61964,297292.06333,759867.08932
  10.00000,   0.32221,   0.88929,   0.79395,7004.54867,30995.51861,20755.39013,58755.45740
  18.57143,   0.32221,   0.22143,   0.62727,44865.88038,64540.49091,132943.44793,242349.81921
  24.28571,   0.64343,   0.40357,   1.18871,263052.66541,226045.87693,540921.88065,1030020.42299
  50.00000,   1.50000,   0.64643,   1.88098,9763480.91873,2923554.34246,15319796.36490,28006831.62609
  35.71429,   1.07171,   0.28214,   1.38306,1919984.72532,545635.82101,3283861.24272,5749481.78904
  10.00000,   0.53636,   0.70714,   0.69839,14026.97997,25290.04077,31343.70344,70660.72418
  35.71429,   0.85757,   0.10000,   0.99346,1316120.04964,285744.49845,2418960.69943,4020825.24752
  27.14286,   0.21514,   0.70714,   1.50154,84823.03232,505727.24326,329781.27160,920331.54719
  30.00000,   0.21514,   0.22143,   0.96638,114527.75248,272057.05433,445269.48416,831854.29098
  41.42857,   0.00100,   0.28214,   1.23019,1140.39184,851680.37575,695520.15601,1548340.92361
  15.71429,   0.96464,   0.58571,   1.04438,136431.93180,83377.76753,241030.54248,460840.24181
  35.71429,   0.75050,   0.34286,   1.42242,1061711.73843,632277.23377,2049958.28112,3743947.25333
  50.00000,   0.42929,   0.58571,   1.80318,1281672.01780,2685814.31840,3211289.54415,7178775.88035
  27.14286,   1.17879,   0.46429,   1.40024,997818.41535,353613.97824,1661179.99206,3012612.38565
  41.42857,   0.96464,   0.82857,   1.86998,2499951.40347,2068698.82895,4416595.40407,8985245.63649
  10.00000,   1.50000,   0.40357,   0.55546,78107.84735,15781.35087,122558.37092,216447.56914
  24.28571,   0.53636,   0.82857,   1.54720,200916.95659,416725.28670,448954.90804,1066597.15134
  30.00000,   0.21514,   0.95000,   1.72046,114527.75248,888222.36529,445269.48416,1448019.60193
  50.00000,   0.00100,   0.22143,   1.23690,2004.76875,1259523.39969,1222699.97843,2484228.14687
  24.28571,   1.39293,   0.82857,   1.59825,971694.64819,416725.28670,1550641.54262,2939061.47751
  12.85714,   0.21514,   0.76786,   0.90450,9015.29812,57792.78813,35050.34419,101858.43044
  12.85714,   0.53636,   0.82857,   1.00885,29812.42444,61834.45803,66616.74802,158263.63049
  27.14286,   0.21514,   0.88929,   1.62486,84823.03232,619820.20193,329781.27160,1034424.50586
  35.71429,   1.07171,   0.40357,   1.52603,1919984.72532,718902.90423,3283861.24272,5922748.87227
  41.42857,   0.32221,   0.16071,   1.11345,498058.07502,581230.83779,1475810.95485,2555099.86766
  18.57143,   1.39293,   0.28214,   0.90389,434523.66475,76720.75161,693417.88294,1204662.29930
  50.00000,   0.32221,   0.22143,   1.38255,875568.58320,1259523.39969,2594423.76624,4729515.74913
  35.71429,   0.42929,   0.88929,   1.80350,467081.80729,1411968.37488,1170295.44469,3049345.62686
  21.42857,   0.21514,   0.76786,   1.36328,41737.51078,267559.32916,162270.18772,471567.02767
  15.71429,   1.07171,   0.34286,   0.80821,163552.05378,53859.92856,279732.56427,497144.54661
  41.42857,   0.75050,   0.70714,   1.80705,1657220.83764,1798247.05715,3199770.19824,6655238.09303
  32.85714,   0.75050,   0.46429,   1.49969,826741.67688,627266.18927,1596276.92293,3050284.78908
  12.85714,   1.07171,   0.64643,   0.92726,89578.71538,49708.91416,153211.67284,292499.30238
  21.42857,   0.75050,   0.70714,   1.38911,229329.60708,248845.10361,442790.74076,920965.45145
  18.57143,   0.32221,   0.58571,   1.09920,44865.88038,137626.48208,132943.44793,315435.81038
  18.57143,   0.53636,   0.88929,   1.38031,89846.30352,198534.02360,200764.23423,489144.56135
  35.71429,   0.75050,   0.70714,   1.73287,1061711.73843,1152061.31001,2049958.28112,4263731.32957
  15.71429,   0.96464,   0.70714,   1.14432,136431.93180,98137.23560,241030.54248,475599.70988
  30.00000,   0.75050,   0.16071,   0.99111,629280.56768,220705.20914,1215018.03565,2065003.81246
  50.00000,   0.10807,   0.22143,   1.30695,240671.99950,1259523.39969,1606207.38244,3106402.78162
  38.57143,   0.64343,   0.64643,   1.73121,1053871.14385,1342141.72633,2167102.01433,4563114.88450
  38.57143,   1.17879,   0.52500,   1.68596,2863399.30740,1123875.15671,4767021.29921,8754295.76332
  27.14286,   0.42929,   0.16071,   0.83521,205037.69437,163461.56004,513731.59041,882230.84482
  50.00000,   0.75050,   0.22143,   1.47096,2913335.96146,1259523.39969,5625083.49837,9797942.85952
  10.00000,   1.39293,   0.40357,   0.54782,67838.68121,15781.35087,108257.75101,191877.78309
  47.14286,   0.85757,   0.22143,   1.45154,3027033.45897,1055708.46984,5563531.21063,9646273.13944
  41.42857,   0.10807,   0.64643,   1.71288,136903.76183,1663033.45731,913674.35097,2713611.57011
  47.14286,   0.64343,   0.10000,   1.13368,1924146.21624,657203.08551,3956670.76134,6538020.06309
  35.71429,   0.53636,   0.22143,   1.19925,638984.37593,459010.15055,1427829.56998,2525824.09647
  10.00000,   0.85757,   0.52500,   0.59893,28891.45693,19584.87710,53101.00616,101577.34018
  12.85714,   0.96464,   0.52500,   0.81389,74724.81638,41624.97343,132014.27841,248364.06822
  18.57143,   0.32221,   0.88929,   1.35161,44865.88038,198534.02360,132943.44793,376343.35190
  35.71429,   1.39293,   0.95000,   1.86479,3090320.04513,1498594.04533,4931568.42108,9520482.51155
  44.28571,   0.21514,   0.46429,   1.61922,368415.42853,1535866.40044,1432352.80764,3336634.63661
  35.71429,   0.21514,   0.52500,   1.54074,193229.32478,892168.55633,751251.28978,1836649.17089
  41.42857,   0.64343,   0.88929,   1.87941,1305840.46195,2203934.76707,2685232.92624,6195008.15526
  32.85714,   1.28586,   0.88929,   1.80148,2073304.82957,1099482.14726,3373821.25732,6546608.23415
  35.71429,   0.85757,   0.95000,   1.84815,1316120.04964,1498594.04533,2418960.69943,5233674.79441
  24.28571,   0.96464,   0.88929,   1.61353,503598.18006,443967.64518,889693.05742,1837258.88266
  47.14286,   0.75050,   0.70714,   1.86334,2441902.58852,2649703.67493,4714837.60782,9806443.87127
  32.85714,   0.96464,   0.16071,   1.10229,1247156.66644,289960.00205,2203317.38989,3740434.05838
  44.28571,   0.96464,   0.40357,   1.64998,3053673.30941,1370676.63949,5394840.66976,9819190.61866
  21.42857,   0.32221,   0.58571,   1.22588,68922.29451,211419.74371,204225.73667,484567.77490
  27.14286,   1.28586,   0.46429,   1.40863,1168801.35009,353613.97824,1901952.27652,3424367.60485
  44.28571,   0.64343,   0.70714,   1.83337,1595075.07204,2196546.31467,3279993.40508,7071614.79179
  30.00000,   1.28586,   0.16071,   1.08086,1578111.36973,220705.20914,2568009.10783,4366825.68669
  44.28571,   1.17879,   0.46429,   1.71533,4333866.51034,1535866.40044,7215072.62691,13084805.53769
  50.00000,   1.07171,   0.34286,   1.66535,5268436.18964,1734968.10489,9010912.00609,16014316.30062
  38.57143,   1.50000,   0.16071,   1.27985,4482206.79361,469079.05346,7032993.24442,11984279.09150
  47.14286,   1.07171,   0.76786,   1.90230,4415902.64189,2848972.82474,7552774.42892,14817649.89555
  35.71429,   0.32221,   0.22143,   1.14303,319084.87551,459010.15055,945490.05111,1723585.07717
  12.85714,   1.39293,   0.82857,   1.07959,144181.82400,61834.45803,230087.02003,436103.30206
  47.14286,   1.50000,   0.82857,   1.92943,8183563.32527,3048212.35079,12840760.86449,24072536.54055
  44.28571,   1.50000,   0.28214,   1.55242,6783994.76631,1040321.67504,10644709.52783,18469025.96919
  38.57143,   1.50000,   0.58571,   1.73760,4482206.79361,1233000.32893,7032993.24442,12748200.36697
  35.71429,   0.00100,   0.28214,   1.11090, 730.60112,545635.82101,445590.53156,991956.95369
  15.71429,   1.39293,   0.76786,   1.21759,263245.94334,105517.57917,420090.91686,788854.43937
  12.85714,   1.28586,   0.88929,   1.11452,124224.42734,65876.72886,202146.35477,392247.51098
  50.00000,   1.50000,   0.58571,   1.85342,9763480.91873,2685814.31840,15319796.36490,27769091.60203
  47.14286,   1.50000,   0.95000,   1.96385,8183563.32527,3446717.73512,12840760.86449,24471041.92488
  10.00000,   0.32221,   0.76786,   0.70970,7004.54867,27191.96097,20755.39013,54951.89976
  21.42857,   1.28586,   0.28214,   1.01156,575113.35791,117857.27134,935863.19032,1628833.81956
  38.57143,   1.17879,   0.16071,   1.24879,2863399.30740,469079.05346,4767021.29921,8099499.66007
  18.57143,   0.85757,   0.76786,   1.32432,185056.98402,174171.28871,340125.18207,699353.45481
  38.57143,   1.39293,   0.46429,   1.64854,3892912.27579,1014751.78729,6212354.37267,11120018.43575
  10.00000,   0.32221,   0.52500,   0.52750,7004.54867,19584.87710,20755.39013,47344.81589
  27.14286,   1.50000,   0.95000,   1.73261,1561929.72057,657846.79056,2450810.87929,4670587.39042
  21.42857,   1.39293,   0.95000,   1.57700,667508.75594,323696.13252,1065218.18243,2056423.07090
  12.85714,   1.28586,   0.58571,   0.89372,124224.42734,45666.64333,202146.35477,372037.42544
  27.14286,   1.07171,   0.64643,   1.54470,842827.17752,467700.65463,1441536.20915,2752064.04130
  50.00000,   0.53636,   0.10000,   1.14198,1753372.49634,784082.62147,3917962.92957,6455418.04738
  15.71429,   0.00100,   0.22143,   0.40568,  62.23555,39100.33858,37957.20123,77119.77537
  18.57143,   0.85757,   0.46429,   1.06126,185056.98402,113265.75946,340125.18207,638447.92556
  44.28571,   1.07171,   0.64643,   1.82286,3660686.57630,2031383.83978,6261084.58631,11953155.00238
  18.57143,   0.85757,   0.40357,   0.99499,185056.98402,101083.48649,340125.18207,626265.65259
  24.28571,   0.96464,   0.70714,   1.49969,503598.18006,362244.61964,889693.05742,1755535.85712
  35.71429,   0.10807,   0.70714,   1.66658,87708.48620,1152061.31001,585352.75535,1825122.55156
  32.85714,   0.75050,   0.64643,   1.64620,826741.67688,829641.43219,1596276.92293,3252660.03200
  32.85714,   1.17879,   0.52500,   1.58874,1770002.86611,694720.51746,2946721.87027,5411445.25384
  30.00000,   0.32221,   0.34286,   1.21609,189122.81397,374753.11066,560395.53351,1124271.45814
  21.42857,   0.32221,   0.34286,   0.93652,68922.29451,136571.80602,204225.73667,409719.83720
  12.85714,   1.28586,   0.40357,   0.73209,124224.42734,33541.09946,202146.35477,359911.88157
  35.71429,   0.75050,   0.40357,   1.49400,1061711.73843,718902.90423,2049958.28112,3830572.92379
  35.71429,   0.96464,   0.52500,   1.62498,1601613.79238,892168.55633,2829527.04789,5323309.39660
  38.57143,   0.10807,   0.28214,   1.23879,110487.40507,687343.82028,737375.70662,1535206.93197
  15.71429,   0.75050,   0.16071,   0.51089,90440.89417,31719.99500,174623.72623,296784.61539
  10.00000,   0.21514,   0.10000,   0.12642,4241.76861,6272.66097,16491.46238,27005.89196
  10.00000,   0.85757,   0.40357,   0.49909,28891.45693,15781.35087,53101.00616,97773.81396
  35.71429,   0.42929,   0.10000,   0.87214,467081.80729,285744.49845,1170295.44469,1923121.75042
  18.57143,   0.00100,   0.95000,   1.31352, 102.72835,210714.28430,62653.58537,273470.59801
  47.14286,   0.10807,   0.64643,   1.77960,201726.67565,2450467.44041,1346292.36612,3998486.48218
  47.14286,   1.50000,   0.40357,   1.71013,8183563.32527,1653453.38022,12840760.86449,22677777.56998
  32.85714,   1.39293,   0.58571,   1.64490,2406393.64124,762175.96005,3840150.76644,7008720.36774
  21.42857,   0.53636,   0.70714,   1.36657,138020.54791,248845.10361,308411.01441,695276.66592
  10.00000,   1.28586,   0.34286,   0.48630,58448.56925,13879.74484,95111.44844,167439.76253
  32.85714,   0.85757,   0.76786,   1.72753,1024846.25292,964561.23253,1883614.49964,3873021.98509
  38.57143,   1.50000,   0.88929,   1.87555,4482206.79361,1778673.06277,7032993.24442,13293873.10080
  35.71429,   0.21514,   0.22143,   1.10500,193229.32478,459010.15055,751251.28978,1403490.76511
  35.71429,   1.28586,   0.95000,   1.86312,2662563.33322,1498594.04533,4332702.38148,8493859.76003
  18.57143,   0.00100,   0.16071,   0.39270, 102.72835,52358.21794,62653.58537,115114.53166
  41.42857,   1.50000,   0.76786,   1.86067,5553854.49548,1933482.99527,8714506.70301,16201844.19377
  15.71429,   1.07171,   0.64643,   1.10463,163552.05378,90758.11110,279732.56427,534042.72915
  50.00000,   0.85757,   0.95000,   1.97032,3611432.11610,4112140.58003,6637625.76970,14361198.46583
  21.42857,   0.64343,   0.16071,   0.71171,180704.87242,80431.91144,371588.02128,632724.80515
  35.71429,   0.85757,   0.88929,   1.82495,1316120.04964,1411968.37488,2418960.69943,5147049.12396
  35.71429,   0.32221,   0.58571,   1.61135,319084.87551,978795.65790,945490.05111,2243370.58452
  15.71429,   0.32221,   0.64643,   1.00641,27180.93849,90758.11110,80540.66142,198479.71101
  35.71429,   0.53636,   0.10000,   0.90975,638984.37593,285744.49845,1427829.56998,2352558.44436
  10.00000,   0.21514,   0.52500,   0.50832,4241.76861,19584.87710,16491.46238,40318.10808
  10.00000,   1.39293,   0.46429,   0.59660,67838.68121,17683.27106,108257.75101,193779.70328
  12.85714,   1.50000,   0.95000,   1.16334,166007.52991,69918.33200,260481.02868,496406.89058
  41.42857,   1.50000,   0.52500,   1.73421,5553854.49548,1392581.68551,8714506.70301,15660942.88401
  18.57143,   0.10807,   0.58571,   1.03548,12332.51323,137626.48208,82305.26959,232264.26490
  47.14286,   0.32221,   0.88929,   1.91096,733884.87219,3247481.50060,2174596.47439,6155962.84718
  41.42857,   1.17879,   0.64643,   1.79692,3548007.45437,1663033.45731,5906765.10294,11117806.01462
  47.14286,   0.53636,   0.58571,   1.78547,1469643.35527,2251198.29060,3283961.73528,7004803.38115
  15.71429,   0.10807,   0.64643,   0.94823,7471.36311,90758.11110,49862.71196,148092.18617
  47.14286,   1.07171,   0.70714,   1.87633,4415902.64189,2649703.67493,7552774.42892,14618380.74574
  18.57143,   1.07171,   0.22143,   0.78386,269965.17737,64540.49091,461737.10195,796242.77022
  41.42857,   1.17879,   0.10000,   1.15645,3548007.45437,446017.23794,5906765.10294,9900789.79525
  24.28571,   1.07171,   0.22143,   0.99629,603704.10021,144327.35129,1032550.13991,1780581.59141
  32.85714,   0.21514,   0.10000,   0.71610,150465.26303,222505.67386,584990.00114,957960.93803
  15.71429,   1.07171,   0.95000,   1.31908,163552.05378,127656.29365,279732.56427,570940.91169
  30.00000,   0.21514,   0.52500,   1.41384,114527.75248,528791.68165,445269.48416,1088588.91829
  30.00000,   1.39293,   0.10000,   0.96211,1831644.39264,169361.84624,2922959.27718,4923965.51606
  38.57143,   0.96464,   0.88929,   1.86309,2017571.61147,1778673.06277,3564388.28941,7360632.96365
  15.71429,   0.96464,   0.22143,   0.63993,136431.93180,39100.33858,241030.54248,416562.81286
  18.57143,   0.96464,   0.76786,   1.33251,225199.68302,174171.28871,397854.08773,797225.05946
  35.71429,   0.32221,   0.40357,   1.43105,319084.87551,718902.90423,945490.05111,1983477.83085
  12.85714,   0.42929,   0.40357,   0.61766,21792.14643,33541.09946,54601.24821,109934.49410
  41.42857,   0.42929,   0.34286,   1.47515,729065.78679,986918.54770,1826708.63184,3542692.96633
  15.71429,   0.00100,   0.95000,   1.16398,  62.23555,127656.29365,37957.20123,165675.73043
  35.71429,   1.28586,   0.70714,   1.75922,2662563.33322,1152061.31001,4332702.38148,8147327.02470
  21.42857,   0.75050,   0.82857,   1.47284,229329.60708,286270.77263,442790.74076,958391.12046
  15.71429,   1.17879,   0.76786,   1.20400,193628.36828,105517.57917,322354.81560,621500.76306
  18.57143,   1.17879,   0.34286,   0.95924,319610.27440,88903.22580,532090.99464,940604.49485
  41.42857,   0.00100,   0.10000,   0.70534,1140.39184,446017.23794,695520.15601,1142677.78580
  47.14286,   0.42929,   0.76786,   1.87140,1074273.01873,2848972.82474,2691641.59372,6614887.43719
  35.71429,   0.10807,   0.58571,   1.57241,87708.48620,978795.65790,585352.75535,1651856.89945
  47.14286,   0.32221,   0.58571,   1.76462,733884.87219,2251198.29060,2174596.47439,5159679.63718
  41.42857,   1.17879,   0.70714,   1.82597,3548007.45437,1798247.05715,5906765.10294,11253019.61446
  47.14286,   0.32221,   0.16071,   1.20430,733884.87219,856439.32003,2174596.47439,3764920.66661
  10.00000,   0.00100,   0.70714,   0.60019,  16.03815,25290.04077,9781.59983,35087.67875
  27.14286,   0.64343,   0.34286,   1.20092,367246.03237,277554.51870,755177.34891,1399977.89999
  15.71429,   0.32221,   0.88929,   1.20326,27180.93849,120277.16915,80540.66142,227998.76906
  24.28571,   0.00100,   0.88929,   1.49419, 229.72417,443967.64518,140107.79741,584305.16675
  32.85714,   1.17879,   0.10000,   0.99585,1770002.86611,222505.67386,2946721.87027,4939230.41024
  35.71429,   1.28586,   0.28214,   1.40465,2662563.33322,545635.82101,4332702.38148,7540901.53570
  27.14286,   0.00100,   0.58571,   1.32284, 320.71634,429667.78373,195603.54054,625592.04061
  18.57143,   0.53636,   0.95000,   1.41753,89846.30352,210714.28430,200764.23423,501324.82205
  24.28571,   1.39293,   0.40357,   1.26879,971694.64819,226045.87693,1550641.54262,2748382.06775
  21.42857,   0.96464,   0.88929,   1.52333,345948.38542,304984.99818,611177.50008,1262110.88369
  38.57143,   0.10807,   0.52500,   1.56711,110487.40507,1123875.15671,737375.70662,1971738.26840
  41.42857,   0.42929,   0.64643,   1.74844,729065.78679,1663033.45731,1826708.63184,4218807.87594
  30.00000,   0.21514,   0.28214,   1.08447,114527.75248,323400.41723,445269.48416,883197.65387
  15.71429,   0.21514,   0.88929,   1.18024,16460.05434,120277.16915,63994.61919,200731.84269
  32.85714,   0.64343,   0.16071,   1.03689,651447.71821,289960.00205,1339588.49770,2280996.21796
  44.28571,   1.07171,   0.70714,   1.85114,3660686.57630,2196546.31467,6261084.58631,12118317.47728
  35.71429,   0.96464,   0.46429,   1.57622,1601613.79238,805542.88588,2829527.04789,5236683.72614
  32.85714,   1.50000,   0.88929,   1.80710,2770664.52126,1099482.14726,4347426.55969,8217573.22821
  38.57143,   0.85757,   0.76786,   1.81091,1657931.80733,1560406.49315,3047193.06219,6265531.36267
  38.57143,   0.85757,   0.64643,   1.74492,1657931.80733,1342141.72633,3047193.06219,6047266.59586
  35.71429,   1.28586,   0.64643,   1.72662,2662563.33322,1065435.63955,4332702.38148,8060701.35425
  21.42857,   1.50000,   0.28214,   1.03229,768553.73785,117857.27134,1205931.25109,2092342.26028
  38.57143,   0.32221,   0.10000,   0.88263,401954.94666,359955.68404,1191044.86682,1952955.49752
  50.00000,   0.75050,   0.70714,   1.88580,2913335.96146,3161255.09661,5625083.49837,11699674.55644
  12.85714,   0.85757,   0.10000,   0.30732,61404.83399,13331.68163,112858.91452,187595.43015
  12.85714,   1.28586,   0.16071,   0.45564,124224.42734,17373.28476,202146.35477,343744.06687
  18.57143,   0.64343,   0.46429,   1.03199,117632.22985,113265.75946,241890.14353,472788.13284
  32.85714,   1.39293,   0.52500,   1.60215,2406393.64124,694720.51746,3840150.76644,6941264.92515
