core_r,fuel_frac,ref_mult,keff,stdv,r_mass,c_mass,p_mass,mass
  10.00000,   0.95000,   0.02428,   0.99191,   0.00060,-4942.16860,65794.24928,13745.18676,74597.26744
  41.72414,   0.95000,   0.00566,   1.95781,   0.00076,-381312.27666,4779144.01528,953463.31408,5351295.05270
  11.37931,   0.61667,   0.02894,   0.82396,   0.00051,-7166.29737,66178.24359,20485.88556,79497.83177
  12.75862,   0.53333,   0.11741,   0.86003,   0.00051,-6708.39971,82434.70788,35560.71882,111287.02699
  30.68966,   0.70000,   0.12672,   1.72288,   0.00065,-87936.43191,1449098.92077,505446.48159,1866608.97044
  27.93103,   0.61667,   0.08016,   1.59167,   0.00068,-86085.84211,978652.03586,342414.04387,1234980.23762
  26.55172,   0.95000,   0.08016,   1.77724,   0.00071,-73951.81836,1231589.32155,294149.89222,1451787.39541
  25.17241,   0.78333,   0.08481,   1.65071,   0.00077,-61622.70351,882909.85438,253384.57331,1074671.72418
  50.00000,   0.86667,   0.05222,   1.98859,   0.00068,-557447.57170,7571748.80396,1838562.79782,8852864.03007
  19.65517,   0.45000,   0.12206,   1.14034,   0.00066,-23817.34269,261750.94021,131390.28039,369323.87790
  45.86207,   0.70000,   0.05222,   1.89790,   0.00067,-430184.71327,4835960.67276,1418826.89989,5824602.85938
  36.20690,   0.53333,   0.13138,   1.69101,   0.00069,-139882.22328,1883965.83509,838729.83453,2582813.44634
  43.10345,   0.45000,   0.05222,   1.69441,   0.00070,-357133.10726,2760539.30112,1177889.50606,3581295.69991
  11.37931,   0.45000,   0.02428,   0.64778,   0.00049,-7282.24596,50793.20573,20253.42292,63764.38269
  22.41379,   0.70000,   0.03359,   1.49270,   0.00074,-53871.52333,564504.87611,158335.54278,668968.89556
  32.06897,   0.20000,   0.03825,   1.05404,   0.00068,-155143.47888,620357.05999,469033.35242,934246.93354
  15.51724,   0.20000,   0.00100,   0.49822,   0.00046,-19894.63964,70279.73687,48475.85606,98860.95330
  41.72414,   0.70000,   0.10344,   1.86789,   0.00070,-254670.30788,3641530.76744,1204696.75091,4591557.21047
  25.17241,   0.45000,   0.15000,   1.35529,   0.00068,-40815.20825,549834.80472,293786.81478,802806.41126
  18.27586,   0.95000,   0.03825,   1.52353,   0.00069,-28715.20752,401625.61497,86812.47930,459722.88674
  21.03448,   0.78333,   0.00100,   1.50396,   0.00072,-49555.05764,515154.28221,120747.29097,586346.51554
  40.34483,   0.86667,   0.07084,   1.92363,   0.00065,-270781.44938,3977863.29699,1009598.35055,4716680.19816
  26.55172,   0.78333,   0.00566,   1.66961,   0.00070,-98264.48557,1036143.60891,245708.27587,1183587.39921
  36.20690,   0.95000,   0.13138,   1.91990,   0.00064,-139882.22328,3122927.94230,838729.83453,3821775.55355
  10.00000,   0.20000,   0.00100,   0.27919,   0.00026,-5324.66936,18809.90902,12974.24383,26459.48349
  26.55172,   0.53333,   0.15000,   1.49332,   0.00066,-47898.90719,742979.74450,344775.09682,1039855.93413
  32.06897,   0.78333,   0.00100,   1.77532,   0.00078,-175609.36772,1825563.76865,427894.87960,2077849.28053
  15.51724,   0.78333,   0.06153,   1.26613,   0.00066,-16039.86160,206816.60543,56189.88043,246966.62426
  32.06897,   0.20000,   0.13603,   1.10524,   0.00060,-94036.79141,620357.05999,588878.41566,1115198.68424
  18.27586,   0.95000,   0.00566,   1.51562,   0.00067,-32044.39480,401625.61497,80126.33406,449707.55423
  48.62069,   0.95000,   0.11741,   2.00837,   0.00068,-371254.03034,7562254.50762,1967989.49842,9158989.97569
  34.82759,   0.70000,   0.09412,   1.78509,   0.00065,-155726.74804,2117834.75644,685743.68794,2647851.69633
  30.68966,   0.53333,   0.00100,   1.55665,   0.00072,-153910.72230,1147295.33147,375023.33073,1368407.93989
  36.20690,   0.95000,   0.05222,   1.91308,   0.00072,-211674.25629,3122927.94230,698139.93749,3609393.62350
  26.55172,   0.45000,   0.02894,   1.35890,   0.00073,-91038.48411,645261.59273,260246.52220,814469.63082
  25.17241,   0.70000,   0.10809,   1.59505,   0.00070,-54469.98072,799643.09636,267371.69225,1012544.80789
  19.65517,   0.20000,   0.13138,   0.71465,   0.00061,-22377.87853,142829.23442,134177.12354,254628.47943
  12.75862,   0.95000,   0.08481,   1.22769,   0.00063,-8023.75142,136646.66728,32992.62632,161615.54218
  34.82759,   0.95000,   0.00100,   1.89296,   0.00069,-224938.04420,2779445.77377,548090.56366,3102598.29323
  25.17241,   0.28333,   0.07550,   1.06595,   0.00072,-64398.70036,383293.27110,247925.67799,566820.24872
  16.89655,   0.70000,   0.03825,   1.25871,   0.00071,-22691.99112,241833.19591,68602.95223,287744.15701
  50.00000,   0.70000,   0.00566,   1.92296,   0.00075,-656188.50636,6266597.69797,1640785.53518,7251194.72679
  26.55172,   0.61667,   0.06619,   1.55222,   0.00068,-78777.31104,840708.48151,284637.65420,1046568.82467
  12.75862,   0.28333,   0.03359,   0.52122,   0.00042,-9936.29481,49907.74102,29204.08659,69175.53280
  16.89655,   0.53333,   0.07550,   1.09466,   0.00065,-19475.86816,191466.63674,74979.27429,246970.04287
  44.48276,   0.86667,   0.04756,   1.95527,   0.00066,-399770.54051,5331646.68670,1280225.36862,6212101.51481
  32.06897,   0.95000,   0.09878,   1.86934,   0.00068,-118615.71153,2169916.23935,541149.79789,2592450.32571
  45.86207,   0.20000,   0.07084,   1.33988,   0.00064,-397755.50367,1814461.06552,1483016.28986,2899721.85170
  18.27586,   0.61667,   0.03359,   1.24300,   0.00068,-29204.30182,274157.99649,85835.31138,330789.00605
  41.72414,   0.45000,   0.05687,   1.67838,   0.00066,-317915.55552,2503917.51960,1080334.23171,3266336.19580
  12.75862,   0.45000,   0.09878,   0.75811,   0.00052,-7469.61628,71592.73358,34077.95888,98201.07618
  23.79310,   0.28333,   0.08481,   1.02271,   0.00060,-52037.86224,323675.54983,213972.94779,485610.63538
  45.86207,   0.78333,   0.07550,   1.93782,   0.00064,-389460.72784,5339528.78826,1499367.44776,6449435.50818
  14.13793,   0.36667,   0.06153,   0.72141,   0.00052,-12131.50457,82660.68809,42498.35865,113027.54217
  40.34483,   0.86667,   0.14534,   1.93130,   0.00066,-174497.56012,3977863.29699,1197123.90468,5000489.64155
  18.27586,   0.70000,   0.02894,   1.32510,   0.00063,-29687.97027,306023.84637,84867.30738,361203.18348
  30.68966,   0.61667,   0.12672,   1.66305,   0.00065,-87936.43191,1298206.20696,505446.48159,1715716.25663
  18.27586,   0.53333,   0.03359,   1.14935,   0.00064,-29204.30182,242288.31119,85835.31138,298919.32075
  10.00000,   0.70000,   0.15000,   0.81959,   0.00053,-2558.86649,50132.78158,18418.65488,65992.56998
  19.65517,   0.70000,   0.10809,   1.40638,   0.00077,-25930.64052,380673.12310,127283.30624,482025.78882
  50.00000,   0.70000,   0.00100,   1.92514,   0.00068,-665583.67014,6266597.69797,1621780.47843,7222794.50626
  10.00000,   0.20000,   0.08016,   0.29267,   0.00029,-3950.67113,18809.90902,15714.14350,30573.38140
  30.68966,   0.78333,   0.12206,   1.77416,   0.00069,-90664.88674,1599993.45074,500160.11626,2009488.68027
  15.51724,   0.36667,   0.04756,   0.78900,   0.00054,-16969.89056,109291.14271,54344.38559,146665.63774
  32.06897,   0.20000,   0.06619,   1.06998,   0.00068,-138796.40195,620357.05999,501498.23270,983058.89075
  18.27586,   0.28333,   0.12206,   0.81835,   0.00049,-19146.80701,146686.54259,105624.89585,233164.63143
  12.75862,   0.61667,   0.11275,   0.94585,   0.00058,-6901.20980,93277.85662,35186.01152,121562.65834
  18.27586,   0.45000,   0.03359,   1.04265,   0.00067,-29204.30182,210422.07777,85835.31138,267053.08733
  18.27586,   0.61667,   0.10344,   1.26488,   0.00072,-21401.76540,274157.99649,101239.27462,353995.50571
  36.20690,   0.53333,   0.00100,   1.66279,   0.00068,-252735.74686,1883965.83509,615823.25237,2247053.34059
  25.17241,   0.45000,   0.00566,   1.30568,   0.00077,-83732.29531,549834.80472,209370.84030,675473.34971
  26.55172,   0.36667,   0.09412,   1.26407,   0.00068,-69003.46889,547544.61710,303857.19749,782398.34570
  45.86207,   0.28333,   0.08947,   1.52180,   0.00074,-364160.33787,2318023.12006,1549079.48297,3502942.26516
  44.48276,   0.70000,   0.09412,   1.89318,   0.00070,-324465.19891,4412624.57568,1428784.48887,5516943.86565
  41.72414,   0.36667,   0.11275,   1.59513,   0.00077,-241366.11732,2124729.83818,1230611.91108,3113975.63195
  10.00000,   0.70000,   0.01962,   0.78944,   0.00054,-5020.14550,50132.78158,13588.57715,58701.21323
  43.10345,   0.45000,   0.10344,   1.70461,   0.00072,-280770.98715,2760539.30112,1328163.84756,3807932.16152
  32.06897,   0.53333,   0.14069,   1.62173,   0.00071,-90845.83509,1309043.35146,595033.17104,1813230.68741
  45.86207,   0.95000,   0.11741,   1.99063,   0.00074,-311579.43263,6346713.50686,1651658.97530,7686793.04953
  45.86207,   0.20000,   0.08016,   1.34311,   0.00073,-381093.75931,1814461.06552,1515834.10259,2949201.40880
  12.75862,   0.78333,   0.07550,   1.09297,   0.00064,-8385.20763,114961.67473,32281.83603,138858.30314
  11.37931,   0.95000,   0.00100,   1.10323,   0.00061,-7845.85778,96947.30089,19117.44467,108218.88778
  18.27586,   0.36667,   0.05687,   0.93030,   0.00058,-26716.71540,178556.22789,90788.20366,242627.71615
  15.51724,   0.53333,   0.10809,   1.02974,   0.00063,-12759.28279,148300.43571,62630.29629,198171.44922
  34.82759,   0.95000,   0.02428,   1.89589,   0.00078,-208779.48706,2779445.77377,580658.66933,3151324.95603
  16.89655,   0.61667,   0.01962,   1.16939,   0.00066,-24216.44666,216651.43178,65549.30600,257984.29112
  14.13793,   0.78333,   0.00100,   1.16466,   0.00069,-15047.00711,156422.58365,36663.97403,178039.55056
  36.20690,   0.70000,   0.08947,   1.80454,   0.00076,-179186.67565,2379555.44968,762231.28663,2962600.06066
  15.51724,   0.95000,   0.15000,   1.41439,   0.00065,-9560.73010,245828.01127,68817.88832,305085.16949
  30.68966,   0.36667,   0.14534,   1.39485,   0.00072,-76807.19777,845508.08769,526928.47070,1295629.36062
  18.27586,   0.78333,   0.01031,   1.39305,   0.00074,-31582.31670,337890.07979,81059.35934,387367.12242
  44.48276,   0.78333,   0.08481,   1.92697,   0.00079,-340049.02581,4872110.74448,1398237.53918,5930299.25785
  19.65517,   0.28333,   0.13603,   0.88409,   0.00057,-21650.76178,182468.21268,135581.68142,296399.13231
  38.96552,   0.70000,   0.05687,   1.83385,   0.00066,-258935.15972,2965945.93925,879908.23975,3586919.01927
  21.03448,   0.61667,   0.10809,   1.38457,   0.00069,-31781.77668,417987.01513,156004.23024,542209.46869
  38.96552,   0.53333,   0.01031,   1.70738,   0.00070,-306091.97646,2348228.87570,785617.46257,2827754.36181
  23.79310,   0.78333,   0.05687,   1.60621,   0.00071,-58952.56234,745581.39711,200331.40887,886960.24365
  10.00000,   0.61667,   0.06153,   0.72641,   0.00054,-4292.96339,44912.52273,15038.85168,55658.41102
  44.48276,   0.95000,   0.11741,   1.98615,   0.00072,-284304.02038,5791127.32511,1507074.08067,7013897.38539
  32.06897,   0.28333,   0.04756,   1.24955,   0.00064,-149792.69824,792522.93427,479696.20791,1122426.44394
  12.75862,   0.20000,   0.12206,   0.42116,   0.00043,-6514.39368,39065.89722,35937.17497,68488.67851
  48.62069,   0.53333,   0.03359,   1.82154,   0.00069,-549891.12956,4562074.24310,1616202.86712,5628385.98066
  19.65517,   0.78333,   0.08947,   1.47225,   0.00069,-28665.67007,420312.57846,121939.14811,513586.05650
  18.27586,   0.95000,   0.10809,   1.53734,   0.00069,-20845.69114,401625.61497,102323.29153,483103.21536
  23.79310,   0.61667,   0.14069,   1.49051,   0.00075,-37102.49174,604951.47469,243018.44209,810867.42504
  37.58621,   0.45000,   0.01962,   1.60681,   0.00077,-266564.25531,1830389.20045,721538.63790,2285363.58304
  16.89655,   0.20000,   0.14534,   0.60861,   0.00052,-12817.98629,90736.24622,87936.57511,165854.83504
  33.44828,   0.78333,   0.04756,   1.80520,   0.00076,-169964.01435,2071397.00541,544292.84019,2445725.83125
  25.17241,   0.28333,   0.08947,   1.07121,   0.00066,-60215.19194,383293.27110,256145.73775,579223.81691
  19.65517,   0.36667,   0.05687,   0.99274,   0.00065,-33233.80060,222111.96195,112934.43122,301812.59256
  37.58621,   0.70000,   0.11741,   1.82335,   0.00068,-171511.57348,2661996.06723,909169.86182,3399654.35557
  10.00000,   0.95000,   0.06619,   0.99936,   0.00064,-4208.45971,65794.24928,15205.97852,76791.76809
  32.06897,   0.86667,   0.13138,   1.83711,   0.00081,-97194.91243,1997750.36508,582777.93212,2483333.38477
  41.72414,   0.20000,   0.13138,   1.29804,   0.00067,-214067.47212,1366308.83572,1283542.47782,2435783.84143
  30.68966,   0.95000,   0.14069,   1.85155,   0.00070,-79620.74164,1901797.04004,521509.67990,2343685.97831
  23.79310,   0.28333,   0.03825,   1.00115,   0.00065,-63362.39452,323675.54983,191558.65612,451871.81143
  44.48276,   0.28333,   0.15000,   1.51790,   0.00070,-225228.21967,2115105.24562,1621186.90805,3511063.93400
  30.68966,   0.61667,   0.12206,   1.65982,   0.00071,-90664.88674,1298206.20696,500160.11626,1707701.43648
  38.96552,   0.36667,   0.03825,   1.52969,   0.00078,-278304.30259,1730545.26737,841376.00225,2293616.96703
  45.86207,   0.78333,   0.14069,   1.93911,   0.00071,-265711.86395,5339528.78826,1740392.09217,6814209.01648
  21.03448,   0.70000,   0.03825,   1.44222,   0.00069,-43779.80593,466570.35629,132356.12152,555146.67188
  48.62069,   0.28333,   0.06619,   1.55027,   0.00070,-483711.62779,2761977.63921,1747743.62348,4026009.63491
  50.00000,   0.86667,   0.00100,   1.98341,   0.00076,-665583.67014,7571748.80396,1621780.47843,8527945.61225
  41.72414,   0.28333,   0.04756,   1.44461,   0.00070,-329911.75619,1745496.51714,1056509.56458,2472094.32552
  38.96552,   0.70000,   0.10809,   1.83875,   0.00067,-202033.90595,2965945.93925,991704.90998,3755616.94327
  10.00000,   0.61667,   0.14534,   0.74463,   0.00053,-2657.20885,44912.52273,18229.52840,60484.84229
  44.48276,   0.70000,   0.06153,   1.88776,   0.00070,-377861.25487,4412624.57568,1323700.86827,5358464.18908
  38.96552,   0.45000,   0.10344,   1.65026,   0.00072,-207423.31007,2039385.21291,981198.74980,2813160.65264
  40.34483,   0.70000,   0.00100,   1.83972,   0.00068,-349668.34229,3292194.39593,852012.02628,3794538.07992
  14.13793,   0.61667,   0.04756,   1.01898,   0.00062,-12834.91778,126918.50014,41102.54678,155186.12915
  48.62069,   0.70000,   0.09878,   1.92293,   0.00064,-413381.02499,5762157.90373,1885931.08994,7234707.96868
  23.79310,   0.78333,   0.15000,   1.62499,   0.00079,-34466.78031,745581.39711,248090.99449,959205.61129
  26.55172,   0.78333,   0.04291,   1.67569,   0.00071,-86542.15964,1036143.60891,269229.72464,1218831.17391
  27.93103,   0.86667,   0.10344,   1.76518,   0.00077,-76397.11971,1319918.26436,361390.23297,1604911.37761
  38.96552,   0.95000,   0.12206,   1.94555,   0.00073,-185568.52731,3892506.66559,1023703.65786,4730641.79614
  15.51724,   0.53333,   0.11741,   1.03194,   0.00067,-12068.44333,148300.43571,63973.90409,200205.89648
  15.51724,   0.28333,   0.10809,   0.68317,   0.00052,-12759.28279,89784.26599,62630.29629,139655.27950
  12.75862,   0.36667,   0.01962,   0.63022,   0.00047,-10426.23269,60750.88977,28221.82487,78546.48196
  32.06897,   0.86667,   0.14069,   1.83923,   0.00069,-90845.83509,1997750.36508,595033.17104,2501937.70103
  30.68966,   0.78333,   0.15000,   1.77657,   0.00064,-73964.59056,1599993.45074,532395.21254,2058424.07272
  48.62069,   0.78333,   0.02894,   1.95062,   0.00074,-558998.17803,6362170.84699,1597976.20941,7401148.87837
  29.31034,   0.95000,   0.09878,   1.83115,   0.00075,-90562.78158,1656725.30133,413166.43735,1979328.95711
  50.00000,   0.28333,   0.01497,   1.55047,   0.00075,-637155.98097,3003770.98388,1679181.17687,4045796.17978
  37.58621,   0.45000,   0.10344,   1.62780,   0.00065,-186166.58798,1830389.20045,880645.59053,2524868.20299
  47.24138,   0.53333,   0.04756,   1.81197,   0.00072,-478854.23927,4184723.05801,1533483.04306,5239351.86179
  27.93103,   0.70000,   0.14069,   1.66826,   0.00067,-60022.05234,1092402.42526,393139.78567,1425520.15859
  48.62069,   0.95000,   0.12206,   2.00839,   0.00058,-360517.41273,7562254.50762,1988823.20988,9190560.30477
  50.00000,   0.78333,   0.01962,   1.95899,   0.00073,-627518.18805,6919137.90805,1698572.14401,7990191.86401
  14.13793,   0.61667,   0.00100,   1.00228,   0.00061,-15047.00711,126918.50014,36663.97403,148535.46705
  50.00000,   0.86667,   0.15000,   1.99264,   0.00059,-319858.31078,7571748.80396,2302331.85980,9554222.35298
  16.89655,   0.20000,   0.07084,   0.58049,   0.00051,-19890.66726,90736.24622,74161.59750,145007.17646
  18.27586,   0.36667,   0.09878,   0.94889,   0.00061,-21954.35346,178556.22789,100160.37321,256762.24764
  16.89655,   0.45000,   0.13138,   1.00918,   0.00067,-14216.17013,166284.56952,85239.75199,237308.15138
  12.75862,   0.70000,   0.01962,   1.00187,   0.00063,-10426.23269,104119.70043,28221.82487,121915.29262
  30.68966,   0.36667,   0.02894,   1.35275,   0.00071,-140579.91295,845508.08769,401867.77925,1106795.95399
  30.68966,   0.61667,   0.06153,   1.65106,   0.00072,-124089.03754,1298206.20696,434701.26831,1608818.43773
  44.48276,   0.78333,   0.03359,   1.92344,   0.00065,-421103.19654,4872110.74448,1237678.07302,5688685.62095
  16.89655,   0.53333,   0.00566,   1.06869,   0.00065,-25322.85799,191466.63674,63319.27290,229463.05164
  18.27586,   0.28333,   0.02894,   0.77976,   0.00058,-29687.97027,146686.54259,84867.30738,201865.87970
  21.03448,   0.45000,   0.05687,   1.17397,   0.00064,-40732.86304,320813.90049,138417.59403,418498.63147
  44.48276,   0.78333,   0.01497,   1.92118,   0.00071,-448653.36434,4872110.74448,1182395.37388,5605852.75402
  15.51724,   0.36667,   0.01031,   0.77548,   0.00059,-19330.98343,109291.14271,49615.01547,139575.17476
  12.75862,   0.78333,   0.07084,   1.09172,   0.00067,-8563.79667,114961.67473,31929.79064,138327.66871
  45.86207,   0.53333,   0.14534,   1.81350,   0.00067,-256322.45146,3828775.95416,1758475.78460,5330929.28730
  33.44828,   0.61667,   0.07084,   1.70193,   0.00066,-154303.79568,1680694.66051,575315.84220,2101706.70703
  45.86207,   0.86667,   0.02894,   1.96212,   0.00064,-469145.97799,5843151.45232,1341120.84983,6715126.32415
  12.75862,   0.45000,   0.07084,   0.74847,   0.00053,-8563.79667,71592.73358,31929.79064,94958.72755
  47.24138,   0.70000,   0.15000,   1.91787,   0.00064,-269783.48043,5285542.00539,1941894.52424,6957653.04920
  23.79310,   0.70000,   0.01031,   1.53144,   0.00068,-69688.89950,675266.01274,178863.93831,784441.05155
  10.00000,   0.86667,   0.07550,   0.94009,   0.00059,-4037.40868,60573.99043,15543.43922,72080.02097
  48.62069,   0.78333,   0.07550,   1.95295,   0.00067,-464051.37737,6362170.84699,1786530.65529,7684650.12492
  41.72414,   0.61667,   0.06153,   1.81479,   0.00062,-311831.05696,3262343.08603,1092387.84220,4042899.87126
  27.93103,   0.78333,   0.01962,   1.70230,   0.00074,-109389.88324,1206154.18378,296097.56666,1392861.86719
  33.44828,   0.36667,   0.00100,   1.40622,   0.00069,-199257.19642,1094618.80614,485515.86500,1380877.47472
  11.37931,   0.70000,   0.11275,   0.92442,   0.00061,-4896.23111,73870.25331,24963.57148,93937.59368
  43.10345,   0.20000,   0.08481,   1.30208,   0.00069,-309387.28035,1506339.24998,1272160.41420,2469112.38382
  38.96552,   0.78333,   0.06153,   1.87591,   0.00065,-253979.47078,3274789.60204,889725.63781,3910535.76907
  34.82759,   0.86667,   0.12206,   1.87115,   0.00073,-132505.27315,2558918.50043,730975.96225,3157389.18952
  33.44828,   0.61667,   0.14069,   1.71460,   0.00068,-103079.27555,1680694.66051,675161.25691,2252776.64186
  44.48276,   0.20000,   0.05222,   1.30940,   0.00067,-392526.69042,1655624.60721,1294623.93736,2557721.85415
  47.24138,   0.45000,   0.08016,   1.75008,   0.00076,-416522.63306,3634340.08198,1656755.57859,4874573.02751
  25.17241,   0.28333,   0.10344,   1.07825,   0.00068,-55923.00781,383293.27110,264539.14620,591909.40949
  15.51724,   0.53333,   0.03825,   1.00615,   0.00057,-17576.07606,148300.43571,53136.39953,183860.75918
  48.62069,   0.78333,   0.09412,   1.95552,   0.00065,-423697.88735,6362170.84699,1865756.23964,7804229.19929
  25.17241,   0.53333,   0.09412,   1.43827,   0.00069,-58798.64735,633101.56274,258920.20341,833223.11880
  11.37931,   0.20000,   0.07550,   0.34967,   0.00036,-5949.08945,27716.25073,22903.13356,44670.29484
  50.00000,   0.86667,   0.13138,   1.99291,   0.00064,-368382.09360,7571748.80396,2208808.56169,9412175.27205
  27.93103,   0.78333,   0.10809,   1.71993,   0.00070,-74412.12125,1206154.18378,365259.80952,1497001.87205
  21.03448,   0.61667,   0.00100,   1.35230,   0.00065,-49555.05764,417987.01513,120747.29097,489179.24847
  15.51724,   0.36667,   0.06619,   0.79769,   0.00057,-15724.12927,109291.14271,56814.31890,150381.33233
  10.00000,   0.36667,   0.08016,   0.48245,   0.00039,-3950.67113,29251.05504,15714.14350,41014.52741
  29.31034,   0.78333,   0.14534,   1.75128,   0.00068,-66909.57299,1393813.10203,459026.75786,1785930.28690
  14.13793,   0.70000,   0.03359,   1.09846,   0.00063,-13519.81789,141670.45312,39736.53557,167887.17080
  30.68966,   0.45000,   0.13603,   1.50160,   0.00068,-82417.41700,996400.80149,516115.41843,1430098.80292
  19.65517,   0.45000,   0.11275,   1.13698,   0.00064,-25231.58516,261750.94021,128643.94383,365163.29888
  48.62069,   0.28333,   0.08947,   1.55790,   0.00073,-433905.38324,2761977.63921,1845763.68384,4173835.93981
  14.13793,   0.61667,   0.03825,   1.01619,   0.00060,-13293.39693,126918.50014,40188.90496,153814.00817
  32.06897,   0.53333,   0.05222,   1.60100,   0.00073,-147078.45159,1309043.35146,485091.30396,1647056.20383
  47.24138,   0.53333,   0.05222,   1.81398,   0.00066,-470177.39099,4184723.05801,1550729.97594,5265275.64296
  12.75862,   0.70000,   0.13603,   1.03365,   0.00061,-5921.80192,104119.70043,37083.58483,135281.48334
  50.00000,   0.95000,   0.12672,   2.01347,   0.00065,-380279.24381,8224281.16005,2185792.64159,10029794.55783
  27.93103,   0.53333,   0.04756,   1.50192,   0.00074,-98968.38050,864887.95529,316936.38867,1082855.96346
  48.62069,   0.53333,   0.08947,   1.83061,   0.00073,-433905.38324,4562074.24310,1845763.68384,5973932.54370
  22.41379,   0.36667,   0.05222,   1.10480,   0.00062,-50215.74506,329372.57178,165620.59900,444777.42571
  19.65517,   0.78333,   0.01962,   1.45492,   0.00066,-38119.45811,420312.57846,103182.10838,485375.22874
  14.13793,   0.70000,   0.07084,   1.10971,   0.00058,-11652.32851,141670.45312,43445.26434,173463.38894
  47.24138,   0.28333,   0.09878,   1.54229,   0.00070,-379188.28472,2533521.13460,1729936.62473,3884269.47461
  45.86207,   0.78333,   0.12206,   1.94033,   0.00067,-302568.59651,5339528.78826,1669143.91947,6706104.11122
  27.93103,   0.95000,   0.08016,   1.80330,   0.00067,-86085.84211,1433668.65376,342414.04387,1689996.85552
  41.72414,   0.61667,   0.12206,   1.82431,   0.00070,-227837.43045,3262343.08603,1256883.45075,4291389.10632
  18.27586,   0.78333,   0.13603,   1.42542,   0.00066,-17405.08850,337890.07979,108994.37109,429479.36238
  14.13793,   0.45000,   0.09878,   0.84363,   0.00061,-10163.53215,97412.64106,46368.16910,133617.27801
  12.75862,   0.36667,   0.12206,   0.66080,   0.00054,-6514.39368,60750.88977,35937.17497,90173.67107
  10.00000,   0.86667,   0.10809,   0.94833,   0.00062,-3414.93806,60573.99043,16762.58660,73921.63897
  16.89655,   0.36667,   0.12206,   0.88944,   0.00057,-15130.62980,141102.80539,83469.33232,209441.50791
  23.79310,   0.70000,   0.08947,   1.55166,   0.00063,-50849.27608,675266.01274,216304.63866,840721.37533
  44.48276,   0.61667,   0.04291,   1.84139,   0.00072,-406934.89033,3953143.93727,1265960.64762,4812169.69457
  15.51724,   0.28333,   0.11741,   0.68679,   0.00055,-12068.44333,89784.26599,63973.90409,141689.72676
  29.31034,   0.45000,   0.00100,   1.42541,   0.00069,-134077.28712,868001.36047,326696.60722,1060620.68057
  32.06897,   0.78333,   0.04756,   1.78586,   0.00064,-149792.69824,1825563.76865,479696.20791,2155467.27833
  36.20690,   0.36667,   0.08481,   1.49504,   0.00063,-183375.10900,1388403.06136,754014.69109,1959042.64345
  41.72414,   0.78333,   0.02894,   1.89867,   0.00067,-353272.00300,4020723.01282,1009878.52631,4677329.53614
  22.41379,   0.28333,   0.10809,   0.98310,   0.00066,-38452.86711,270584.36633,188749.98696,420881.48618
  50.00000,   0.70000,   0.11275,   1.93305,   0.00061,-415359.48801,6266597.69797,2117721.98604,7968960.19600
  41.72414,   0.78333,   0.13603,   1.90775,   0.00063,-207111.85102,4020723.01282,1296978.52151,5110589.68331
  33.44828,   0.95000,   0.08947,   1.88726,   0.00075,-141271.01159,2462120.51169,600944.15245,2921793.65255
  25.17241,   0.28333,   0.02428,   1.03972,   0.00058,-78830.07632,383293.27110,219242.64623,523705.84100
  26.55172,   0.86667,   0.05687,   1.72944,   0.00076,-81927.09868,1133872.34592,278403.01511,1330348.26235
  40.34483,   0.70000,   0.08481,   1.85159,   0.00070,-253705.58449,3292194.39593,1043204.49468,4081693.30611
  43.10345,   0.78333,   0.09878,   1.91778,   0.00062,-288020.42156,4432799.32702,1314009.67804,5458788.58350
  44.48276,   0.36667,   0.02428,   1.61019,   0.00079,-435003.48302,2574641.18784,1209834.10371,3349471.80853
  41.72414,   0.86667,   0.13138,   1.94125,   0.00065,-214067.47212,4399956.33387,1283542.47782,5469431.33957
  50.00000,   0.61667,   0.05222,   1.88779,   0.00070,-557447.57170,5614065.34187,1838562.79782,6895180.56799
  18.27586,   0.61667,   0.01497,   1.23729,   0.00066,-31114.95798,274157.99649,82001.35181,325044.39032
  32.06897,   0.45000,   0.07550,   1.51747,   0.00069,-133155.08208,1136875.40497,512627.79864,1516348.12154
  25.17241,   0.36667,   0.06153,   1.20720,   0.00073,-68474.92658,466569.04891,239877.25282,637971.37515
  45.86207,   0.36667,   0.05687,   1.63612,   0.00074,-422192.53987,2821645.78412,1434686.17777,3834139.42202
  45.86207,   0.36667,   0.07084,   1.64004,   0.00070,-397755.50367,2821645.78412,1483016.28986,3906906.57031
  44.48276,   0.20000,   0.02894,   1.29604,   0.00065,-428077.31745,1655624.60721,1223720.21225,2451267.50201
  50.00000,   0.28333,   0.05687,   1.56441,   0.00078,-547091.04923,3003770.98388,1859113.77435,4315793.70900
  14.13793,   0.78333,   0.13603,   1.20158,   0.00061,-8057.49880,156422.58365,50457.77355,198822.85840
  26.55172,   0.36667,   0.11741,   1.27212,   0.00069,-60462.45850,547544.61710,320506.91348,807589.07207
  18.27586,   0.95000,   0.15000,   1.54477,   0.00077,-15620.00232,401625.61497,112432.37324,498437.98589
  14.13793,   0.61667,   0.05687,   1.02172,   0.00064,-12368.21647,126918.50014,42029.42386,156579.70753
  18.27586,   0.20000,   0.07084,   0.63444,   0.00054,-25170.31824,114820.69271,93846.57568,183496.95014
  40.34483,   0.45000,   0.12672,   1.67411,   0.00068,-199781.96395,2263713.73808,1148319.17288,3212250.94701
  29.31034,   0.53333,   0.01497,   1.53046,   0.00075,-128350.72318,999451.13160,338259.58611,1209359.99452
